# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
1810,Kepler-150,Kepler-150 e,5,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1811,Kepler-150,Kepler-150 f,5,1,19h12m56.18s,288.234084,+40d31m15.3s,40.520905,<a refstr=SCHMITT_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..180S target=ref>Schmitt et al. 2017</a>
1812,Kepler-1500,Kepler-1500 b,1,1,19h15m32.00s,288.883334,+39d44m40.5s,39.744572,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1813,Kepler-1501,Kepler-1501 b,1,1,19h19m40.44s,289.918519,+42d00m05.2s,42.001431,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1814,Kepler-1502,Kepler-1502 b,1,1,19h44m25.90s,296.107919,+39d19m11.7s,39.319913,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1815,Kepler-1503,Kepler-1503 b,1,1,19h34m54.52s,293.727175,+42d48m24.3s,42.806759,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1816,Kepler-1504,Kepler-1504 b,1,1,19h18m50.88s,289.711993,+50d07m41.6s,50.128212,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1817,Kepler-1505,Kepler-1505 b,1,1,19h28m00.49s,292.002052,+41d47m13.1s,41.786961,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1818,Kepler-1506,Kepler-1506 b,1,1,19h20m35.97s,290.149884,+41d27m52.5s,41.464595,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1819,Kepler-1507,Kepler-1507 b,1,1,19h14m14.77s,288.561525,+46d32m09.8s,46.536053,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1820,Kepler-1508,Kepler-1508 b,1,1,19h52m28.53s,298.118885,+40d22m30.2s,40.375047,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1821,Kepler-1509,Kepler-1509 b,1,1,18h55m11.48s,283.797813,+46d55m51.6s,46.931004,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1822,Kepler-151,Kepler-151 b,2,1,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1823,Kepler-151,Kepler-151 c,2,1,19h28m39.07s,292.162778,+41d01m23.6s,41.023235,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1824,Kepler-1510,Kepler-1510 b,1,1,19h55m50.19s,298.959138,+48d15m28.2s,48.257824,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1825,Kepler-1511,Kepler-1511 b,1,1,19h13m41.09s,288.421218,+43d10m47.3s,43.179798,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1826,Kepler-1512,Kepler-1512 b,1,1,19h17m05.88s,289.274503,+44d28m12.9s,44.470253,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1827,Kepler-1513,Kepler-1513 b,1,1,19h19m09.99s,289.791634,+39d17m07.0s,39.285277,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1828,Kepler-1514,Kepler-1514 b,1,1,19h30m30.59s,292.627466,+37d51m36.5s,37.860133,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1829,Kepler-1515,Kepler-1515 b,1,1,19h23m53.74s,290.973930,+48d10m41.4s,48.178162,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1830,Kepler-1516,Kepler-1516 b,1,1,19h25m58.70s,291.494603,+44d31m24.6s,44.523502,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1831,Kepler-1517,Kepler-1517 b,1,1,19h11m13.73s,287.807220,+43d11m19.6s,43.188778,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1832,Kepler-1518,Kepler-1518 b,1,1,20h01m19.77s,300.332385,+44d59m10.1s,44.986137,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1833,Kepler-1519,Kepler-1519 b,1,1,19h46m40.30s,296.667903,+49d27m42.7s,49.461861,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1834,Kepler-152,Kepler-152 b,2,1,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1835,Kepler-152,Kepler-152 c,2,1,19h07m27.71s,286.865479,+41d59m20.7s,41.989086,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1836,Kepler-1520,Kepler-1520 b,1,1,19h23m51.89s,290.966214,+51d30m17.0s,51.504723,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1837,Kepler-1521,Kepler-1521 b,1,1,19h30m45.67s,292.690301,+37d50m06.0s,37.835001,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1838,Kepler-1522,Kepler-1522 b,1,1,19h19m22.37s,289.843226,+52d04m12.6s,52.070160,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1839,Kepler-1523,Kepler-1523 b,1,1,19h44m12.97s,296.054062,+45d49m37.4s,45.827049,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1840,Kepler-1524,Kepler-1524 b,1,1,19h35m32.50s,293.885398,+39d31m11.3s,39.519818,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1841,Kepler-1525,Kepler-1525 b,1,1,19h22m14.28s,290.559517,+49d56m34.9s,49.943016,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1842,Kepler-1526,Kepler-1526 b,1,1,19h00m28.73s,285.119706,+38d51m59.1s,38.866428,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1843,Kepler-1527,Kepler-1527 b,1,1,19h49m39.46s,297.414414,+46d03m38.9s,46.060818,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1844,Kepler-1528,Kepler-1528 b,1,1,19h09m36.71s,287.402943,+46d34m26.3s,46.573986,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1845,Kepler-1529,Kepler-1529 b,1,1,19h19m28.97s,289.870716,+41d02m26.6s,41.040728,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1846,Kepler-153,Kepler-153 b,2,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1847,Kepler-153,Kepler-153 c,2,1,18h49m50.53s,282.460522,+48d15m25.6s,48.257118,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1848,Kepler-1530,Kepler-1530 b,2,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1849,Kepler-1530,Kepler-1530 c,2,1,19h12m39.00s,288.162502,+48d09m54.6s,48.165154,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1850,Kepler-1531,Kepler-1531 b,1,1,19h00m35.18s,285.146577,+39d22m14.9s,39.370798,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1851,Kepler-1532,Kepler-1532 b,1,1,19h47m36.68s,296.902813,+41d11m53.5s,41.198191,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1852,Kepler-1533,Kepler-1533 b,1,1,19h43m54.13s,295.975556,+44d42m48.4s,44.713445,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1853,Kepler-1534,Kepler-1534 b,1,1,19h29m34.89s,292.395391,+43d52m08.7s,43.869072,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1854,Kepler-1535,Kepler-1535 b,1,1,19h06m27.29s,286.613698,+38d53m31.1s,38.891969,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1855,Kepler-1536,Kepler-1536 b,1,1,19h26m20.44s,291.585187,+45d42m56.8s,45.715790,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1856,Kepler-1537,Kepler-1537 b,1,1,19h37m32.50s,294.385398,+43d49m31.7s,43.825470,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1857,Kepler-1538,Kepler-1538 b,1,1,18h53m22.97s,283.345714,+45d16m28.0s,45.274456,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1858,Kepler-1539,Kepler-1539 b,1,1,18h56m52.66s,284.219433,+44d16m06.8s,44.268543,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1859,Kepler-154,Kepler-154 b,5,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1860,Kepler-154,Kepler-154 c,5,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1861,Kepler-154,Kepler-154 d,5,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1862,Kepler-154,Kepler-154 e,5,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1863,Kepler-154,Kepler-154 f,5,1,19h19m07.33s,289.780522,+49d53m47.5s,49.896530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1864,Kepler-1540,Kepler-1540 b,1,1,18h53m22.68s,283.344497,+41d12m06.3s,41.201741,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1865,Kepler-1541,Kepler-1541 b,1,1,18h55m08.88s,283.787004,+48d01m46.4s,48.029564,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1866,Kepler-1542,Kepler-1542 b,4,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1867,Kepler-1542,Kepler-1542 c,4,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1868,Kepler-1542,Kepler-1542 d,4,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1869,Kepler-1542,Kepler-1542 e,4,1,19h02m54.84s,285.728495,+42d39m16.3s,42.654530,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1870,Kepler-1543,Kepler-1543 b,1,1,19h48m29.83s,297.124312,+47d02m13.3s,47.037025,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1871,Kepler-1544,Kepler-1544 b,1,1,19h49m08.40s,297.284990,+49d12m44.8s,49.212456,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1872,Kepler-1545,Kepler-1545 b,1,1,19h55m35.70s,298.898763,+47d27m47.1s,47.463093,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1873,Kepler-1546,Kepler-1546 b,1,1,19h50m20.15s,297.583942,+41d32m28.4s,41.541227,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1874,Kepler-1547,Kepler-1547 b,1,1,18h55m03.38s,283.764074,+42d13m19.8s,42.222172,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1875,Kepler-1548,Kepler-1548 b,1,1,19h09m53.10s,287.471233,+46d04m50.4s,46.080666,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1876,Kepler-1549,Kepler-1549 b,1,1,19h04m12.58s,286.052426,+39d05m45.8s,39.096053,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1877,Kepler-155,Kepler-155 b,2,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1878,Kepler-155,Kepler-155 c,2,1,19h13m59.00s,288.495833,+51d04m55.0s,51.081947,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1879,Kepler-1550,Kepler-1550 b,1,1,19h11m03.49s,287.764560,+38d17m40.9s,38.294704,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1880,Kepler-1551,Kepler-1551 b,1,1,19h43m08.52s,295.785514,+39d54m28.5s,39.907921,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1881,Kepler-1552,Kepler-1552 b,1,1,19h26m42.44s,291.676831,+38d52m29.7s,38.874915,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1882,Kepler-1553,Kepler-1553 b,1,1,19h27m40.60s,291.919159,+39d01m20.2s,39.022273,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1883,Kepler-1554,Kepler-1554 b,1,1,19h06m18.28s,286.576164,+41d44m29.3s,41.741473,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1884,Kepler-1555,Kepler-1555 b,1,1,19h10m32.51s,287.635473,+45d42m57.8s,45.716061,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1885,Kepler-1556,Kepler-1556 b,1,1,19h13m35.28s,288.397002,+40d12m47.5s,40.213200,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1886,Kepler-1557,Kepler-1557 b,1,1,19h35m31.54s,293.881413,+46d50m20.0s,46.838879,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1887,Kepler-1558,Kepler-1558 b,1,1,19h07m16.65s,286.819367,+46d54m42.1s,46.911694,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1888,Kepler-1559,Kepler-1559 b,1,1,19h29m08.78s,292.286580,+42d04m20.8s,42.072456,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1889,Kepler-156,Kepler-156 b,2,1,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1890,Kepler-156,Kepler-156 c,2,1,19h21m11.16s,290.296515,+37d44m58.2s,37.749490,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1891,Kepler-1560,Kepler-1560 b,1,1,19h31m08.31s,292.784608,+43d12m57.5s,43.215984,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1892,Kepler-1561,Kepler-1561 b,1,1,19h47m41.66s,296.923604,+43d33m59.3s,43.566467,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1893,Kepler-1562,Kepler-1562 b,1,1,19h37m49.37s,294.455709,+46d44m37.0s,46.743614,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1894,Kepler-1563,Kepler-1563 b,1,1,19h14m17.66s,288.573588,+51d28m21.9s,51.472755,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1895,Kepler-1564,Kepler-1564 b,1,1,19h22m20.67s,290.586124,+46d38m33.7s,46.642689,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1896,Kepler-1565,Kepler-1565 b,1,1,19h51m48.71s,297.952967,+40d48m24.5s,40.806808,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1897,Kepler-1566,Kepler-1566 b,1,1,18h54m21.03s,283.587614,+40d34m29.7s,40.574927,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1898,Kepler-1567,Kepler-1567 b,1,1,19h06m46.85s,286.695200,+40d17m30.5s,40.291819,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1899,Kepler-1568,Kepler-1568 b,1,1,19h16m43.84s,289.182664,+47d52m24.2s,47.873383,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1900,Kepler-1569,Kepler-1569 b,1,1,19h28m49.13s,292.204706,+37d13m16.4s,37.221220,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1901,Kepler-157,Kepler-157 b,3,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1902,Kepler-157,Kepler-157 c,3,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,<a refstr=ROWE_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1903,Kepler-157,Kepler-157 d,3,1,19h24m23.33s,291.097225,+38d52m32.2s,38.875609,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1904,Kepler-1570,Kepler-1570 b,1,1,19h59m26.84s,299.861833,+45d49m38.5s,45.827354,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1905,Kepler-1571,Kepler-1571 b,1,1,20h03m44.50s,300.935406,+45d35m47.6s,45.596546,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1906,Kepler-1572,Kepler-1572 b,1,1,18h47m35.35s,281.897275,+46d43m21.5s,46.722633,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1907,Kepler-1573,Kepler-1573 b,1,1,19h31m57.20s,292.988348,+49d29m05.9s,49.484970,<a refstr=MORTON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
